,CIMS-MN-053-SH-M-N-MN-M05688-240322_S29,CIMS-MN-060-SH-K-N-MN-M05688-240322_S12,CIMS-MN-067-SH-K-N-MN-M05688-240322_S19,CIMS-MN-064-SH-M-N-MN-M05688-240322_S40,CIMS-MN-067-SH-M-N-MN-M05688-240322_S43,CIMS-MN-069-SH-K-N-MN-M05688-240322_S21,CIMS-MN-069-SH-M-N-MN-M05688-240322_S45,CIMS-MN-051-SH-M-N-MN-M05688-240322_S27,CIMS-MN-051-SH-K-N-MN-M05688-240322_S3,CIMS-MN-063-SH-M-N-MN-M05688-240322_S39,CIMS-MN-055-SH-M-N-MN-M05688-240322_S31,CIMS-MN-063-SH-K-N-MN-M05688-240322_S15,CIMS-MN-055-SH-K-N-MN-M05688-240322_S7,CIMS-MN-078-IH-MN-M05688-240322_S48
OG0001932primerGroup9,37,36,33,76,71,112,108,145,138,416,425,668,788,682
OG0001933primerGroup1,19,26,15,51,40,106,104,101,78,242,331,418,436,623
OG0001934primerGroup8,32,52,43,103,100,163,188,249,200,678,690,910,948,1183
OG0001935primerGroup0,21,27,32,62,64,78,103,103,106,332,331,458,574,581
OG0001936primerGroup2,56,72,81,117,149,205,270,309,282,703,843,1238,1300,1622
OG0001937primerGroup0,32,36,40,75,76,105,120,169,136,445,519,802,799,950
OG0001938primerGroup0,16,16,20,43,31,43,62,91,69,244,283,319,387,443
OG0001941primerGroup7,109,105,116,213,211,337,396,456,438,1076,1063,1691,1745,1673
OG0001942primerGroup7,37,26,28,66,82,95,128,135,128,439,448,605,638,802
OG0001943primerGroup4,91,76,94,153,183,303,299,368,348,938,940,1655,1688,1500
OG0001944primerGroup8,16,24,28,50,50,103,107,124,89,372,413,505,591,769
OG0001945primerGroup6,28,16,31,59,55,91,98,122,109,339,424,488,579,804
OG0001946primerGroup8,70,71,60,101,110,207,209,275,258,755,819,1066,1252,1489
OG0001947primerGroup5,5,9,5,18,17,31,30,26,48,113,150,197,188,346
OG0001948primerGroup7,51,40,57,114,104,161,202,192,197,539,562,921,922,839
OG0001949primerGroup1,17,16,12,33,34,41,76,80,67,220,300,391,375,680
OG0001950primerGroup7,15,19,11,22,33,46,69,56,49,223,267,325,367,452
OG0001951primerGroup1,32,31,34,68,55,43,38,127,129,358,438,638,674,1040
OG0001952primerGroup0,15,29,9,26,44,39,63,84,73,316,414,522,476,701
OG0001953primerGroup0,35,26,35,62,74,86,144,152,121,424,414,585,615,769
OG0001954primerGroup2,61,93,80,146,164,243,261,361,300,785,828,1288,1309,1361
OG0001955primerGroup9,35,45,16,40,49,114,140,94,90,411,470,607,703,706
OG0001956primerGroup7,24,30,43,63,76,80,184,164,141,443,469,506,619,843
OG0001957primerGroup0,37,41,22,69,81,105,163,151,122,443,500,604,657,748
OG0001958primerGroup8,34,42,42,55,71,94,124,114,113,335,343,488,525,606
OG0001959primerGroup1,68,83,70,114,136,196,247,230,223,724,636,998,1207,860
OG0001960primerGroup0,30,30,29,60,53,87,120,131,95,333,342,450,536,611
OG0001962primerGroup0,40,61,47,98,110,152,194,253,214,603,707,1049,919,1187
OG0001963primerGroup0,27,23,21,49,54,76,129,136,95,393,410,573,570,860
OG0001964primerGroup4,63,51,97,131,148,237,201,285,272,729,706,1128,1103,1169
OG0001965primerGroup0,51,56,42,86,138,175,197,242,189,663,695,969,1089,1138
OG0001966primerGroup6,16,17,19,43,38,68,90,68,72,264,264,392,371,623
OG0001967primerGroup9,27,44,28,73,72,114,155,186,139,478,514,699,712,1122
OG0001968primerGroup6,15,29,33,49,49,82,136,85,83,354,383,515,455,624
OG0001969primerGroup0,8,8,10,10,9,27,36,38,34,96,159,219,168,353
OG0001970primerGroup4,24,20,28,41,48,59,93,114,96,294,349,443,499,813
OG0001971primerGroup0,39,52,34,80,86,62,57,172,130,479,419,683,736,800
OG0001972primerGroup0,26,26,28,53,43,79,95,85,76,233,214,343,394,367
OG0001973primerGroup9,36,41,41,86,99,23,52,204,179,516,493,629,840,548
OG0001974primerGroup0,34,52,42,79,102,137,152,192,164,527,547,862,992,819
OG0001975primerGroup7,51,41,32,47,80,117,144,198,126,481,477,655,767,708
OG0001976primerGroup0,55,36,39,87,84,134,141,156,179,490,560,692,756,1028
OG0001977primerGroup0,75,78,72,139,143,215,297,368,251,806,782,1165,1324,1352
OG0001978primerGroup0,15,16,12,36,43,45,51,51,45,203,229,297,328,544
OG0001979primerGroup4,36,29,19,59,63,81,108,154,122,349,385,594,610,817
OG0001980primerGroup0,55,59,48,145,151,303,296,309,251,782,962,1274,1183,1372
OG0001982primerGroup0,42,53,70,104,108,180,191,235,192,779,740,1123,1297,1358
OG0001983primerGroup8,47,58,51,76,94,151,161,207,179,451,478,750,810,688
OG0001984primerGroup0,47,55,53,98,116,155,158,204,189,580,547,920,1058,830
OG0001985primerGroup7,28,37,26,92,86,152,134,156,137,494,517,802,847,978
OG0001986primerGroup7,11,13,8,35,37,57,45,74,65,189,209,317,352,362
OG0001988primerGroup0,60,55,74,127,151,234,206,266,246,654,562,926,1099,783
OG0001989primerGroup9,38,56,41,95,87,159,139,197,178,550,530,809,957,816
OG0001990primerGroup2,62,85,61,127,137,247,242,278,285,686,727,1009,1179,971
OG0001991primerGroup9,63,61,50,138,132,206,210,263,255,646,569,970,1097,815
OG0001992primerGroup9,22,26,26,54,66,89,99,155,122,413,447,527,547,876
OG0001993primerGroup7,26,28,33,45,70,115,135,144,128,361,420,639,623,797
OG0001994primerGroup2,27,47,31,69,60,113,131,125,136,434,424,663,697,695
OG0001996primerGroup0,31,39,48,91,100,158,169,155,189,551,519,808,863,801
OG0001997primerGroup3,3,5,0,2,8,4,14,8,8,42,45,46,52,49
OG0001998primerGroup1,35,43,61,114,95,143,180,186,195,552,615,844,946,1104
OG0001999primerGroup8,68,62,74,135,137,255,217,299,289,791,763,1128,1191,1203
OG0002000primerGroup5,39,37,63,84,100,158,160,169,169,494,465,792,902,890
OG0002001primerGroup2,35,45,46,43,84,119,143,159,145,419,449,629,627,811
OG0002002primerGroup6,46,37,40,59,89,126,184,188,150,548,587,824,829,938
OG0002003primerGroup3,27,18,27,38,48,75,86,104,135,318,335,402,482,677
OG0002004primerGroup3,93,70,79,156,192,266,283,324,314,904,752,1132,1337,1117
OG0002005primerGroup9,16,14,18,44,24,41,45,69,70,178,177,233,273,421
OG0002006primerGroup2,49,49,64,138,111,196,211,233,244,783,757,1208,1232,1081
OG0002007primerGroup1,57,57,58,84,123,169,184,235,198,543,627,883,970,1047
OG0002008primerGroup9,26,43,33,80,58,84,87,109,117,357,352,568,677,626
OG0002009primerGroup1,65,81,73,157,127,232,195,280,275,833,664,1053,1399,924
OG0002010primerGroup7,24,31,31,41,46,85,74,106,114,281,275,425,500,564
OG0002011primerGroup0,0,0,0,0,0,0,0,0,4,10,8,14,18,10
OG0002012primerGroup2,46,30,26,62,58,112,153,133,142,421,479,585,687,876
OG0002013primerGroup7,35,34,43,69,88,128,158,165,126,413,515,685,635,819
OG0002014primerGroup5,43,32,34,77,93,104,145,188,142,456,458,599,783,673
OG0002015primerGroup5,46,32,41,60,58,112,92,168,135,376,377,591,687,642
OG0002016primerGroup4,11,19,17,32,40,56,74,86,65,293,301,318,364,682
OG0002017primerGroup3,20,19,31,69,54,85,112,138,122,354,424,545,555,692
OG0002019primerGroup8,14,28,37,58,49,59,72,85,80,282,288,421,517,578
OG0002020primerGroup0,31,44,48,95,110,148,143,192,183,541,542,833,924,832
OG0002021primerGroup2,19,14,13,28,36,54,58,62,68,210,222,295,351,307
OG0002022primerGroup8,45,39,38,84,87,113,147,157,174,463,492,634,856,942
OG0002023primerGroup0,33,27,27,56,68,117,105,151,117,399,414,574,564,683
OG0002024primerGroup4,48,38,44,110,93,128,152,133,162,462,360,731,847,544
OG0002025primerGroup0,29,22,32,42,50,69,64,92,107,329,312,419,521,455
OG0002026primerGroup8,17,32,22,39,48,60,84,118,90,364,374,487,513,849
OG0002027primerGroup2,37,41,32,67,103,93,170,192,128,482,633,725,655,1361
OG0002028primerGroup3,24,34,31,59,90,87,146,156,130,347,373,624,569,804
OG0002029primerGroup1,25,23,27,55,53,82,88,113,84,327,366,563,518,808
OG0002033primerGroup0,25,27,44,57,62,102,108,129,122,465,393,705,759,810
OG0002034primerGroup5,0,0,0,0,0,0,0,8,0,17,11,13,17,33
OG0002036primerGroup5,5,3,8,11,14,15,17,26,24,77,94,123,134,105
OG0002037primerGroup1,16,19,23,32,49,61,78,102,65,263,367,409,447,909
OG0002038primerGroup9,34,39,49,73,85,122,170,173,146,258,418,409,725,566
OG0002039primerGroup5,51,61,49,82,115,179,171,222,205,589,489,850,955,656
OG0002040primerGroup5,7,13,9,15,23,32,42,59,36,137,186,218,209,451
OG0002041primerGroup7,27,23,43,60,50,99,104,124,115,405,403,622,632,717
OG0002043primerGroup9,54,78,69,113,157,196,214,281,241,734,663,1120,994,1307
OG0002044primerGroup3,11,17,14,23,28,49,73,55,58,237,248,321,352,514
OG0002045primerGroup8,11,10,7,23,14,30,33,42,48,148,150,269,236,300
OG0002046primerGroup0,22,25,22,60,44,79,126,134,121,350,365,505,546,650
OG0002047primerGroup5,23,15,23,20,52,52,86,108,98,272,348,496,484,662
OG0002048primerGroup3,37,59,33,91,80,150,127,140,197,490,466,735,875,629
OG0002049primerGroup9,21,30,26,39,62,66,81,110,114,334,371,526,481,692
OG0002050primerGroup0,17,24,17,35,35,55,69,92,64,177,296,322,393,495
OG0002051primerGroup9,17,33,22,48,44,60,88,100,91,271,309,422,450,528
OG0002052primerGroup0,17,15,20,33,36,51,72,73,56,187,264,323,318,700
OG0002053primerGroup9,34,34,29,55,83,112,111,141,129,389,332,438,563,457
OG0002054primerGroup2,41,77,52,110,124,150,262,228,206,650,625,988,947,1100
OG0002055primerGroup0,32,18,27,68,64,95,107,134,111,360,421,587,498,653
OG0002056primerGroup0,63,45,52,83,110,188,164,188,216,615,594,893,995,1008
OG0002057primerGroup1,26,40,29,55,72,89,165,176,104,443,572,767,711,1207
OG0002058primerGroup6,28,40,25,73,91,119,183,209,167,504,523,778,785,1129
OG0002059primerGroup9,48,46,54,84,109,158,174,170,174,559,606,957,972,1068
OG0002060primerGroup1,39,37,41,70,82,140,138,142,154,538,524,808,825,920
OG0002061primerGroup2,15,10,15,20,24,39,48,54,50,169,195,286,300,389
OG0002062primerGroup3,36,42,35,83,108,138,164,218,134,502,470,778,750,766
OG0002063primerGroup2,46,45,54,100,107,178,216,226,196,595,597,900,1050,985
OG0002064primerGroup3,59,66,78,142,131,225,224,250,275,730,619,957,1155,1063
OG0002065primerGroup7,46,85,72,110,115,214,150,222,244,677,641,1166,1267,826
OG0002066primerGroup7,46,32,45,80,81,128,141,156,123,572,363,712,669,647
OG0002067primerGroup4,71,78,82,176,172,223,309,382,303,837,847,1219,1272,1394
OG0002069primerGroup0,9,4,9,20,21,26,34,40,32,111,147,164,132,270
OG0002070primerGroup0,31,44,64,89,86,167,169,212,193,535,603,884,848,1162
OG0002071primerGroup1,52,54,58,106,118,165,208,222,210,620,633,996,1041,979
OG0002072primerGroup0,61,57,76,106,145,213,222,286,263,795,832,1210,1216,1798
OG0002073primerGroup4,31,28,32,78,64,105,156,161,130,402,411,715,676,869
OG0002074primerGroup3,0,3,4,4,15,16,11,18,17,47,91,95,105,226
OG0002075primerGroup0,50,69,63,102,118,225,214,270,249,671,664,1189,1122,1122
OG0002076primerGroup5,63,57,85,132,132,229,242,295,277,820,709,1126,1184,922
OG0002077primerGroup0,26,17,17,37,43,77,74,108,74,275,261,384,444,353
OG0002078primerGroup0,37,35,48,73,80,130,171,181,164,410,454,640,738,903
OG0002079primerGroup9,46,60,70,127,112,67,109,253,242,604,642,830,919,942
OG0002080primerGroup1,26,26,34,37,58,85,96,101,129,375,399,587,581,740
OG0002081primerGroup0,40,41,40,70,91,141,122,185,146,437,489,685,798,738
OG0002082primerGroup8,43,40,39,57,93,109,153,158,160,480,500,742,749,852
OG0002083primerGroup8,30,27,21,42,69,88,130,174,102,391,487,644,620,1014
OG0002084primerGroup1,54,47,44,75,103,199,194,208,217,534,675,953,940,1274
OG0002085primerGroup0,36,31,41,89,99,118,138,201,148,508,501,656,776,661
OG0002086primerGroup0,30,23,26,60,65,87,132,135,124,371,442,569,582,778
OG0002087primerGroup1,44,36,36,55,90,141,136,171,154,445,513,641,607,854
OG0002088primerGroup0,52,49,41,80,92,101,112,176,137,486,598,754,733,1163
OG0002089primerGroup0,49,75,49,112,127,207,185,218,218,573,559,971,957,843
OG0002090primerGroup7,33,25,34,67,52,93,79,104,115,288,347,581,662,524
OG0002091primerGroup6,46,65,48,104,112,115,172,185,179,459,426,681,731,651
OG0002092primerGroup6,72,68,58,138,150,203,299,320,252,775,743,1090,1210,1117
OG0002093primerGroup0,30,31,35,59,75,100,104,140,118,320,355,587,616,738
OG0002094primerGroup3,35,48,42,76,37,112,132,136,123,371,373,567,669,674
OG0002096primerGroup3,59,50,44,130,131,187,226,283,228,691,633,913,1083,1048
OG0002097primerGroup0,20,33,29,56,71,103,117,164,105,397,386,648,635,757
OG0002098primerGroup0,84,69,71,126,169,194,262,276,236,732,726,1038,1121,1141
OG0002099primerGroup0,28,21,28,38,49,68,91,106,86,281,375,465,509,667
OG0002100primerGroup8,28,38,32,47,60,89,99,124,103,293,352,509,568,745
OG0002101primerGroup7,18,13,9,33,43,48,79,74,46,229,294,302,278,631
OG0002102primerGroup5,52,67,48,93,146,173,240,281,203,691,797,1071,987,1446
OG0002103primerGroup5,17,20,16,38,29,5,4,74,56,210,252,358,392,374
OG0002104primerGroup0,54,63,79,134,136,206,259,313,222,744,805,1163,1101,1525
OG0002105primerGroup8,79,90,69,131,140,196,214,321,264,713,590,1038,1090,763
OG0002106primerGroup4,45,56,48,102,108,195,219,250,200,630,614,811,901,829
OG0002107primerGroup5,32,37,40,55,88,133,111,142,110,376,490,593,649,938
OG0002108primerGroup5,73,60,58,122,142,189,222,312,258,671,666,1051,1257,961
OG0002109primerGroup1,38,26,24,73,77,112,119,181,140,447,512,606,607,1016
OG0002110primerGroup0,19,21,25,53,50,83,93,94,97,294,336,448,469,602
OG0002111primerGroup7,47,46,48,76,101,156,204,209,166,566,677,948,874,1470
OG0002112primerGroup7,19,13,17,48,50,55,91,101,54,317,371,295,565,425
OG0002113primerGroup6,25,15,15,22,30,103,121,62,69,383,200,615,253,754
OG0002115primerGroup1,41,59,63,104,62,182,158,185,174,557,559,999,1151,1058
OG0002116primerGroup0,5,7,11,12,11,3,2,28,30,102,134,138,156,348
OG0002117primerGroup7,26,31,29,54,71,96,120,127,124,353,378,519,628,867
OG0002118primerGroup1,33,26,27,27,51,91,118,127,116,424,503,558,583,1066
OG0002119primerGroup5,53,63,54,98,115,196,143,191,200,607,552,897,1037,853
OG0002120primerGroup7,26,27,38,55,56,87,95,108,78,292,321,407,463,549
OG0002121primerGroup6,40,36,40,79,66,93,129,159,135,446,475,674,746,740
OG0002122primerGroup7,36,39,44,75,93,149,152,210,169,564,617,770,823,1091
OG0002123primerGroup0,44,53,58,82,124,197,198,242,244,654,623,960,1136,1123
OG0002124primerGroup8,48,37,44,78,94,138,174,237,168,535,564,789,838,943
OG0002125primerGroup4,47,34,43,90,98,130,154,208,162,352,429,592,575,791
OG0002126primerGroup0,52,74,55,142,163,219,250,316,261,816,830,1192,1178,1390
OG0002127primerGroup0,21,25,19,35,40,102,80,99,101,333,378,517,635,731
OG0002128primerGroup0,13,16,12,97,34,39,42,52,53,234,232,251,303,386
OG0002129primerGroup0,50,42,50,90,111,142,123,188,159,475,431,668,798,783
OG0002130primerGroup2,51,50,45,129,133,206,235,297,250,712,752,1002,1025,1130
OG0002131primerGroup4,42,47,35,112,127,179,169,222,223,537,591,779,776,1213
OG0002132primerGroup5,30,34,46,63,53,89,114,155,126,408,502,685,737,1173
OG0002133primerGroup0,22,19,17,48,68,79,106,123,78,290,345,465,496,683
OG0002134primerGroup5,56,57,85,131,128,214,196,265,222,757,677,1048,1202,967
OG0002135primerGroup3,59,69,65,124,129,170,208,260,238,669,639,931,1100,985
OG0002136primerGroup5,42,61,53,82,107,5,5,215,213,598,590,841,884,802
OG0002137primerGroup3,14,19,27,36,27,24,55,92,59,259,304,331,384,569
OG0002138primerGroup2,31,27,39,63,55,99,89,119,111,353,381,530,695,615
OG0002139primerGroup8,0,0,0,0,4,3,0,5,2,31,20,24,40,30
OG0002140primerGroup7,8,10,13,23,24,38,55,45,54,171,207,300,281,584
OG0002141primerGroup5,53,72,80,91,103,230,224,286,247,736,900,1274,1403,1657
OG0002142primerGroup0,25,28,33,82,69,125,130,136,115,448,424,522,710,705
OG0002144primerGroup6,5,5,5,16,20,35,33,25,22,89,94,137,134,289
OG0002145primerGroup7,2,12,6,18,27,32,47,48,43,142,201,218,204,449
OG0002146primerGroup0,13,34,28,53,77,109,134,151,136,424,444,644,701,792
OG0002147primerGroup5,28,50,44,77,82,96,128,119,145,484,408,659,778,845
OG0002148primerGroup9,34,35,33,71,68,81,114,108,110,381,344,566,620,594
OG0002149primerGroup8,30,40,32,47,77,118,142,152,150,517,479,720,780,836
OG0002150primerGroup1,30,31,37,50,52,69,107,101,110,368,433,543,555,731
OG0002151primerGroup2,23,24,37,63,50,106,88,115,95,343,270,488,559,401
OG0002152primerGroup3,37,34,32,72,72,122,154,114,159,481,482,754,840,799
OG0002153primerGroup0,4,0,3,8,10,8,17,20,17,96,75,73,77,218
OG0002154primerGroup7,42,36,48,87,107,122,171,195,177,590,510,809,892,825
OG0002155primerGroup4,21,26,27,39,44,69,113,110,86,245,304,423,403,647
OG0002156primerGroup2,27,21,26,35,39,56,47,72,84,229,240,428,350,358
OG0002157primerGroup2,20,19,18,29,42,56,48,78,64,236,256,364,366,649
OG0002158primerGroup7,42,11,56,99,77,177,157,210,160,564,242,839,317,691
OG0002159primerGroup1,5,8,8,23,13,22,33,36,17,131,153,177,184,237
OG0002160primerGroup2,38,39,30,75,78,115,119,174,127,432,508,657,657,1044
OG0002161primerGroup5,58,50,74,134,114,211,184,254,226,683,801,1023,1136,1407
OG0002163primerGroup7,19,13,16,30,40,38,50,0,2,396,225,571,290,418
OG0002164primerGroup4,23,28,50,67,106,124,162,155,129,511,559,773,745,1290
OG0002165primerGroup7,17,29,17,36,45,95,110,105,107,341,371,464,591,725
OG0002166primerGroup5,6,12,5,9,14,67,50,37,35,225,137,364,280,368
OG0002167primerGroup2,41,32,45,82,88,110,123,138,153,436,399,682,674,602
OG0002168primerGroup7,22,26,25,57,61,98,88,100,111,277,347,405,533,530
OG0002169primerGroup2,29,16,18,54,63,54,98,114,83,262,279,371,422,538
OG0002170primerGroup9,55,64,71,113,145,202,218,273,219,623,649,896,980,1077
OG0002171primerGroup1,28,22,32,52,49,83,82,93,110,339,374,560,652,665
OG0002172primerGroup0,16,27,20,31,59,53,72,103,90,346,317,445,335,645
OG0002173primerGroup3,40,51,50,82,88,132,158,179,197,525,506,814,901,791
OG0002174primerGroup5,16,24,24,42,36,57,74,85,84,260,303,425,462,510
OG0002175primerGroup8,41,50,61,119,105,201,217,259,230,617,667,1006,1037,1183
OG0002176primerGroup0,17,16,17,38,35,56,57,88,75,225,327,379,334,684
OG0002177primerGroup0,16,18,13,36,32,49,63,76,50,272,287,293,346,489
OG0002178primerGroup0,31,31,33,74,57,90,80,96,135,305,292,446,551,466
OG0002179primerGroup1,16,22,15,29,37,58,48,51,62,253,249,381,396,546
OG0002180primerGroup9,25,19,21,45,42,91,79,112,97,316,290,406,529,553
OG0002181primerGroup4,57,34,48,104,91,161,186,224,168,510,588,666,858,716
OG0002182primerGroup0,12,25,18,88,40,75,99,93,70,284,361,396,434,639
OG0002183primerGroup2,11,11,15,30,36,46,42,63,62,229,245,328,361,519
OG0002184primerGroup0,37,28,33,73,59,92,104,138,94,428,419,574,613,874
OG0002185primerGroup0,5,6,9,11,15,20,31,26,24,116,114,157,132,304
OG0002187primerGroup0,17,26,34,52,78,106,99,121,106,357,402,645,569,930
OG0002188primerGroup7,47,57,53,91,113,139,169,224,195,573,739,916,900,1230
OG0002190primerGroup2,30,19,41,57,52,67,80,119,122,261,286,409,525,579
OG0002191primerGroup7,38,28,34,72,93,117,167,184,136,444,499,718,619,979
OG0002192primerGroup9,38,36,61,68,99,58,65,204,178,509,541,876,841,1120
OG0002193primerGroup7,36,33,30,64,68,131,122,164,131,402,437,625,817,624
OG0002194primerGroup5,36,59,38,91,122,207,156,203,211,549,478,749,810,665
OG0002195primerGroup3,43,42,47,80,103,157,138,179,152,433,411,684,708,809
OG0002196primerGroup2,40,35,43,63,77,114,122,136,133,441,440,594,683,665
OG0002197primerGroup9,43,49,45,52,91,122,138,171,147,392,557,658,809,973
OG0002198primerGroup6,24,18,27,45,41,80,76,98,75,325,334,576,495,547
OG0002199primerGroup9,21,22,20,39,40,67,63,64,80,281,341,491,481,511
OG0002200primerGroup3,24,34,18,63,67,115,152,164,102,496,549,701,668,1148
OG0002201primerGroup5,43,47,62,85,97,140,155,177,200,474,509,767,876,891
OG0002202primerGroup0,23,29,38,70,78,106,112,157,128,362,272,535,545,382
OG0002203primerGroup6,32,37,51,80,78,137,122,164,177,451,466,755,825,815
OG0002204primerGroup3,79,73,57,114,154,192,231,323,252,774,843,1016,1032,1388
OG0002205primerGroup1,15,36,27,27,28,75,71,61,85,259,253,417,445,440
OG0002206primerGroup7,28,22,44,55,54,4,3,178,154,368,420,627,614,804
OG0002207primerGroup2,23,47,34,78,24,175,160,186,168,480,524,745,796,776
OG0002208primerGroup1,25,34,21,48,64,85,109,120,98,352,443,564,630,753
OG0002209primerGroup1,46,54,38,96,98,129,182,187,174,528,443,645,755,775
OG0002210primerGroup1,61,84,66,131,139,245,243,249,269,781,834,1092,1200,1184
OG0002211primerGroup1,0,3,2,4,5,4,9,6,8,27,43,47,53,123
OG0002212primerGroup6,43,43,44,93,112,129,175,181,173,551,694,869,784,1249
OG0002213primerGroup5,38,47,49,79,86,151,128,183,148,383,387,726,792,741
OG0002214primerGroup7,21,38,33,61,59,106,117,7,2,416,437,583,667,732
OG0002215primerGroup0,60,63,82,125,127,232,229,280,254,704,705,1065,1201,1061
OG0002216primerGroup5,9,14,7,30,21,41,58,0,0,197,210,331,297,497
OG0002217primerGroup1,24,34,35,45,47,90,85,2,2,285,276,360,427,417
OG0002218primerGroup6,46,61,40,90,120,155,189,4,5,479,558,722,782,870
OG0002219primerGroup4,43,38,33,64,69,119,108,131,141,423,399,655,717,674
OG0002220primerGroup6,65,79,100,122,171,282,291,302,280,835,900,1263,1386,1578
OG0002221primerGroup0,36,58,49,90,105,176,187,220,167,618,647,896,824,1001
OG0002222primerGroup6,31,49,42,77,98,156,156,208,200,465,496,714,765,1061
OG0002223primerGroup1,7,9,19,24,14,33,40,47,37,146,181,190,269,236
OG0002224primerGroup1,10,11,17,36,45,47,59,82,72,216,291,311,364,579
OG0002225primerGroup0,43,51,57,74,102,157,188,204,177,554,597,796,816,868
OG0002226primerGroup0,37,38,33,71,77,110,97,138,125,374,424,527,619,636
OG0002227primerGroup2,44,33,43,65,81,123,151,175,157,467,433,733,746,961
OG0002229primerGroup6,37,31,23,61,64,89,115,140,116,402,410,487,553,650
OG0002230primerGroup4,32,47,54,79,82,173,168,224,150,536,626,867,931,927
OG0002231primerGroup0,27,22,17,26,33,79,83,100,67,230,313,358,363,610
OG0002232primerGroup9,28,41,34,62,107,123,133,173,153,448,515,727,738,990
OG0002233primerGroup1,19,13,12,29,34,38,40,51,53,161,172,216,261,410
OG0002234primerGroup0,9,4,13,17,13,22,32,30,38,107,95,122,145,180
OG0002235primerGroup7,4,7,5,11,9,18,14,31,14,63,59,93,108,130
OG0002236primerGroup0,26,55,34,57,84,143,170,143,116,522,548,715,776,748
OG0002237primerGroup4,33,42,37,78,103,122,159,163,113,466,448,574,679,826
OG0002238primerGroup3,61,57,61,110,127,184,196,242,217,641,743,1051,1324,1047
OG0002239primerGroup9,17,11,26,21,42,51,43,62,47,159,186,259,271,524
OG0002240primerGroup4,0,0,4,5,10,12,8,12,16,56,79,93,75,171
OG0002241primerGroup9,3,4,5,10,12,17,17,24,23,75,99,87,113,252
OG0002242primerGroup2,22,19,25,54,64,97,114,137,128,395,513,632,630,771
OG0002243primerGroup2,32,45,34,80,103,128,146,192,172,517,516,693,737,888
OG0002244primerGroup0,48,39,41,85,101,110,150,245,149,539,623,805,840,1180
OG0002245primerGroup9,24,30,18,40,53,81,95,138,107,367,399,513,483,815
OG0002246primerGroup1,21,18,32,32,42,83,82,104,89,289,296,553,480,618
OG0002247primerGroup0,39,33,46,74,76,133,139,143,119,493,421,585,703,806
OG0002248primerGroup7,18,16,15,31,24,60,60,78,56,230,237,354,371,355
OG0002249primerGroup0,16,17,23,32,42,57,71,67,70,239,311,326,390,631
OG0002250primerGroup3,22,27,18,34,47,58,79,81,79,288,346,429,424,654
OG0002251primerGroup9,33,36,45,85,71,127,134,146,158,508,548,789,829,1011
OG0002252primerGroup0,26,39,49,61,80,147,124,172,151,530,534,859,805,1003
OG0002254primerGroup6,40,40,43,69,60,125,119,124,131,403,372,627,670,638
OG0002255primerGroup1,44,28,39,60,72,154,141,156,173,453,576,713,755,1069
OG0002256primerGroup2,27,37,29,76,76,107,161,160,130,473,513,657,711,649
OG0002257primerGroup1,41,27,31,65,68,73,155,149,143,397,466,600,641,768
OG0002258primerGroup0,40,55,38,81,86,146,150,192,169,499,546,731,752,1121
OG0002259primerGroup2,66,70,72,123,158,248,230,276,287,746,640,1085,1203,812
OG0002260primerGroup0,23,15,13,37,35,47,79,69,57,199,281,359,328,688
OG0002261primerGroup5,47,61,70,126,115,199,172,226,245,672,607,1054,1166,832
OG0002262primerGroup0,20,18,22,37,53,52,80,81,63,281,341,362,364,640
OG0002263primerGroup0,42,58,60,92,117,189,255,222,208,709,862,1072,1114,1371
OG0002264primerGroup7,8,14,5,24,24,45,43,56,37,181,274,286,389,423
OG0002265primerGroup9,25,46,22,40,54,60,91,86,84,273,553,433,760,678
OG0002266primerGroup2,30,26,39,63,77,98,149,144,136,371,436,667,557,771
OG0002267primerGroup0,18,14,10,25,33,41,70,59,63,197,282,358,322,739
OG0002268primerGroup7,20,24,16,36,34,92,72,78,74,323,316,433,546,504
OG0002269primerGroup7,17,30,28,42,55,105,107,124,128,299,368,640,617,874
OG0002270primerGroup6,13,28,80,41,111,82,91,80,94,301,350,442,438,716
OG0002271primerGroup6,18,36,22,53,52,72,121,117,79,339,377,538,598,770
OG0002272primerGroup7,30,38,29,60,69,105,156,136,115,498,467,661,670,897
OG0002273primerGroup0,73,80,62,128,141,213,272,319,250,730,760,1022,1181,959
OG0002274primerGroup3,30,33,52,75,76,100,110,122,135,367,377,539,606,528
OG0002275primerGroup4,40,36,48,61,74,144,155,151,153,460,497,757,782,969
OG0002276primerGroup0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
OG0002277primerGroup6,28,28,32,69,72,78,126,163,114,376,435,645,623,917
OG0002278primerGroup6,50,47,50,98,83,164,120,174,177,451,445,654,793,692
OG0002279primerGroup9,28,31,39,57,60,7,6,125,100,341,378,612,646,781
OG0002280primerGroup8,36,35,28,78,45,78,114,118,96,401,385,501,623,598
OG0002281primerGroup0,52,74,75,122,121,166,215,250,239,678,673,963,1084,866
OG0002282primerGroup0,18,22,35,47,60,90,57,96,87,313,337,541,595,534
OG0002283primerGroup0,61,74,47,115,141,199,244,250,240,754,798,1094,1191,1043
OG0002284primerGroup4,22,15,14,36,37,53,60,66,53,175,217,289,261,431
OG0002285primerGroup5,61,75,51,103,129,186,270,274,213,705,820,1070,1040,1270
OG0002286primerGroup0,45,61,54,97,151,179,222,230,214,727,758,1097,1043,1326
OG0002287primerGroup1,56,56,62,101,138,166,242,233,214,677,696,955,1074,965
